175.02074900578384,-37.06522800303375
175.02074900763128,-37.06524599972834
175.02075099520766,-37.06526499724925
175.02075100813204,-37.06528099562087
175.02075199665683,-37.06529900524232
175.02075199850574,-37.06531700193669
175.0207520046307,-37.065327997428014
175.02075200058312,-37.06534700095069
175.0207520013084,-37.06536499766407
175.02075300149485,-37.06538399759142
175.0207540080092,-37.065402006905984
175.0207549968681,-37.06541100193559
175.02075999985752,-37.065430005748134
175.02076299757476,-37.065447992844376
175.02076299845544,-37.065454001651915
175.02075799806704,-37.06547099214748
175.02074900736864,-37.06548900059394
175.02074699720984,-37.06549199555075
175.0207370081921,-37.065509001664104
175.02072399682686,-37.06552400256644
175.02071300153918,-37.065535002583694
175.02069700496662,-37.065547999442195
175.02067900356596,-37.065559996697935
175.0206619958376,-37.065570999130344
175.02065799406333,-37.065574000987425
175.02064299695942,-37.0655880019547
175.02062799870197,-37.0656020020385
175.0206130015871,-37.06561600300227
175.02061000404532,-37.0656190012637
175.0205930079752,-37.0656309948939
175.02057500766253,-37.0656429921156
175.02055900456807,-37.06565400715596
175.02054399534308,-37.065667001589645
175.0205289982,-37.06568100254348
175.02051800873753,-37.065690994814595
175.02050299359837,-37.065704996071865
175.02048799529229,-37.06571899613915
175.02047400351523,-37.06573299437513
175.0204700063565,-37.06573799338011
175.02045800028696,-37.0657529915442
175.02044500683644,-37.0657679930126
175.02043199651837,-37.06578299476703
175.02043100321703,-37.06578400399991
175.02041599394485,-37.065796998418534
175.02039899190316,-37.065809998851115
175.02038800293545,-37.06581700156181
175.02037100681002,-37.06582899606305
175.02035300526737,-37.065840992371385
175.02033700899943,-37.06585400540012
175.02033000345295,-37.06585799215133
175.0203150051091,-37.065871993099115
175.0203010063491,-37.06588399239875
175.02028599225648,-37.065897993611294
175.02027599519005,-37.065909996827884
175.0202650065047,-37.065925997885444
175.0202560035795,-37.06594300067718
175.02024800601606,-37.065959999857995
175.0202439929632,-37.065968003988274
175.0202340085289,-37.065984002353
175.02022599296987,-37.066001001838956
175.0202189996603,-37.066017998327915
175.0202120015444,-37.06603600072497
175.0202050024558,-37.06605099917751
175.02019500114054,-37.06606699782661
175.02018399332968,-37.06608300010393
175.02017200513794,-37.0660979979351
175.02016899649365,-37.06610299541011
175.02015799581727,-37.06612999225775
175.02014899284578,-37.06614699504224
175.02014799434951,-37.06614899576746
175.02014000880047,-37.06616700056297
175.0201340091746,-37.06618300313166
175.02012900858037,-37.06619999270349
175.02012500156772,-37.06621899322358
175.02012200515725,-37.066237000441426
175.02012099538618,-37.06624400255184
175.02011600576736,-37.06626199956521
175.02011299244316,-37.06628000526837
175.02011200548608,-37.06628600206469
175.0201120012898,-37.06630500558924
175.02011499889878,-37.06632299270296
175.02012200567023,-37.06633999220835
175.02013199189022,-37.06635699773249
175.0201360072277,-37.06636400075199
175.02014400139245,-37.06638099695263
175.02015499779847,-37.066396992956406
175.02017100772812,-37.06640899199356
175.0201870061646,-37.06641699675895
175.0202079947958,-37.066425000319136
175.02023099841304,-37.0664290021173
175.0202409957306,-37.066429002124146
175.02026399850558,-37.06642699510802
175.02028300588188,-37.06642399355578
175.02030600328405,-37.0664200038109
175.02032800083143,-37.06641499643048
175.0203369990355,-37.06641400672516
175.020359996025,-37.066410001655164
175.0203700055725,-37.06640800421017
175.02039199730942,-37.06640099788181
175.02041200847037,-37.06639199922401
175.0204219990006,-37.066386996335766
175.02043900116252,-37.06637399589732
175.02045399845326,-37.06635999495184
175.02045700811576,-37.06635800321548
175.0204730048946,-37.06634500638471
175.0204900070384,-37.0663320059394
175.02049399677097,-37.06632799756513
175.02050900037244,-37.06631300600051
175.02052100608458,-37.06629799161457
175.0205239919744,-37.06629400214778
175.02053500453968,-37.06627699393235
175.02053800150856,-37.06627100614255
175.0205490081446,-37.06625500385341
175.02056000383635,-37.06623799592324
175.02057099825933,-37.06622399197408
175.0205829938184,-37.066208002571955
175.02059099697365,-37.06619600536873
175.0205990003802,-37.06617799933865
175.0206049940085,-37.066163003577664
175.02061299265839,-37.06614600525676
175.0206219944242,-37.066129003360146
175.02062800073708,-37.0661180036496
175.0206399947377,-37.06610199894664
175.02065499821927,-37.06608700556346
175.02065600840777,-37.06608599694223
175.0206719941074,-37.06607199264496
175.02068899503294,-37.06605899219255
175.02070299474974,-37.06604999679182
175.0207210072483,-37.06603900697181
175.02074099409444,-37.06602799521845
